source,author_name,age_range,time_on_treatment,condition,review_date,overall_rating,effectiveness,ease_of_use,satisfaction,review_text,helpful_votes,total_votes
Black Seed,K Monique ,25-34,1 to 6 months,Other,2021-10-01,5,5,5,5,"I have Triad's asthma. It comes along with chronic asthma, Aspirin/NsAIDS allergy, nasal polyps. I  am a 34 yr old female. I have epilepsy, hypertension,  chronic toothaches, Polycystic Ovarian Syndrome(PCOS), Endometriosis, 2 ruptured disk and 1 that wants to Eface leading to chronic back pain, Diabetes which lead to Diabetic Neuropathy, Carpal Tunnel syndrome resulting in the loss of feeling in my dominant hand first 3 digits. WOW THAT WAS A LOT TO TYPE...JEESH! 1 thing I can say and know is that I  started taking Black seed oil capsules and 3 later I felt GREAT! LESS INFLAMMATION!! IM ALLERGIC TO ALEVE AND 
MOTRIN SO I WAS JUST ELATED!! MY SKIN LOOK AWSOME, MY MENSTRUAL CRAMPS WERE GONE, NO TOOTHACHES OR HEADACHES , I EVEN WAS LOOSING WEIGHT QUICKER THAN BEFORE. I only stopped taking it because I  couldn't afford it after COVID-19 And Job loss. Give it try it won't hurt to try.",1,1
Black Seed,,,,Other,2021-08-31,5,5,5,5,"First of ALL Plant Medication is the TRUTH the way and the LIGHT. Second do not be afraid to Take Black Seed Oil. I had sever stomach digestive issues for a week strait, could eat but could not keep much down, Diarrhea, thought it was food poisoning at first, tried all the over OTC meds I could get before finally giving in and going to the hospital or urgent care till I goggled natural remedies. I got the oral solution, mainly because I didn't know they made capsules. And  3 days later 100 percent healed !! It didn't take 3 days, really was feeling better later on that very day, but no symptoms at all by day 3. I dnt Leave home without it!. The number one reason I believe it works so well is because it induces cell death so it helps get rid of waste.    ",1,2
Black Seed,Little mama,45-54,,Nonalcoholic fatty liver disease (NAFLD),2021-07-24,4.666666666666667,5,4,5,"This is a must have in my medicine cabinet. It hasn't let me down. I don't take it every day, only when needed. The hardest part is how to consume it. I found a recipe where you use 1/2 teaspoon of caraway seed, half a teaspoon of fennel seed, infuse into a half cup of water, add 1 teaspoon black seed oil, and a tablespoon of honey. I'm about to employ it again for a diverticulitis flare up.",2,2
Black Seed,Maimuma,25-34,less than 1 month,Other,2021-07-12,4.333333333333333,4,4,5,,1,1
Black Seed,,,,,2021-07-07,5,5,5,5,,1,1
Black Seed,Renee Norris,55-64,1 to 6 months,Other,2021-05-29,5,5,5,5,"I've been taking black seeds since 2012 I have a number of medical conditions diabetes cyst on my lungs heart condition I did had high cholesterol now since I've been on black seed my cyst have decreased I do not take metformin at all since I've been on this my cholesterol is perfect my LDL, my 1acs is 5.4 when I take my blood test and get checked out they say whatever I'm doing keep doing it so your medical studies doesn't really fit what they say because my body has improved and I manage all my illness from my black seed and black organic sesame seed along with Chia seed I also have allergies I find I don't have to take my allergy medicine as much either so the black seed is a wonderful product put on the market good for people to take I also have lost a lot of weight I used to weigh 196 lb I now weigh a134 lb. ",2,2
Black Seed,mrhipp,65-74,1 to 6 months,Other,2020-12-27,5,5,5,5,I feel an energy boost soon after taking my Black Seed Cumin with orange juice to kill the taste and burn. I drive school bus so I encounter many germs. Since starting the BSC I have not been sick at all.,74,81
Black Seed,,35-44,1 to 6 months,Other,2020-12-08,1,1,1,1,"As soon as I started taking this I started having breast pain on one breast more than the other. I thought it was weird because I read it helps breast paint so I continued, the pain was so bad though something serious was going on with me. My doctor asked me if I had done or taken something different so I stopped taking it and the pain just disappeared after 3 days if not taking it. ",1,3
Black Seed,Tjamal,35-44,less than 1 month,Other,2020-09-08,4.333333333333333,5,5,3,"Increased power in legs, but causes constipation with pain.",55,60
Black Seed,Maisura,35-44,1 to less than 2 years,Other,2020-05-29,5,5,5,5,"Black seed can cure many illnesses. Can look up on how to use for different types of illnesses, i got it from my Mom's reference book. Been using it for myself and family. My eldest was with asthma but not so chronic, and been giving him a bit of bsc oil mixed with daily syrup supplement, and thank God, he is now free from asthma. I myself used it for a number of times with cuts on my finger doing kitchen work, and using this oil can make the cut heal so fast, but need to beware of the pain it might cause in the beginning of treatment. I had used it when the cut is with quite unbearable pain, that the cut pain overcame the healing pain, and seriously, it heals faster than other healing oils/ointments i had used. I wouldn't recommend this to use for kids though. And there was once when i got severe stomache pain that i think might be gastric or some ulser, that i took the oil with honey, and yea, thank God that helped. I seldom get stomache ache. Was so hard to even move my body with the pain, but after taking it, after awhile i managed to move quite easily, not right after taking it of course. A mistake back then is i moved so fast when it felt ok, and the pain came back again, and again i took another dosage. The point is that it is healing the ulser/cut, but still need time for the cut to rest i suppose.",3,3
Black Seed,,45-54,1 to 6 months,Other,2020-04-22,2.3333333333333335,1,4,2,I try to lose weight so far nothing I have been taking black seed oil near five months no result and also my blood sugar has gone up to,15,28
Black Seed,Whisper2soft,55-64,1 to 6 months,Other,2020-03-28,4.333333333333333,4,4,5,"It tends to have a detoxing effect on me at first, which is a good thing",3,4
Black Seed,Dinty,55-64,1 to 6 months,Other,2020-03-10,4.333333333333333,4,4,5,has reduced chronic knee pain and swelling immensely. Taken with Boswellia.  ,3,4
Black Seed,Izzy,65-74,1 to 6 months,Other,2020-02-04,4,4,4,4,"I have been on the black seed oil for over 1 month, i use to get a lot of headaches but ive only had about 3 headaches also ive found that i have new hair growing, but ive developed a itch, My cholesterol is still the same, hopefully it will come down, i have Arthritis in my shoulders and my neck, so happy to say i am pain free in my neck and shoulders and headaches, but im still getting pain in the bottom of my back and hip, but no pain when im relaxing only when im active does my lower back and hip hurts. Overall im pretty pleased with the results so far, ive had some blood test from my doctor and ive told him what im doing, oh i forgot my thyroid is slow so im back my thyroid meds, when i told my doctor about no headaches, and im pain free with my neck and shoulders, he said well it must be working and now have to back in 3 months for another blood test, i wont stop taking them because i have new hair growing and having a thyroid problem and was losing some of my hair, i think its a bonus    ",93,104
Black Seed,,75 or over,1 to less than 2 years,Other,2020-01-13,5,5,5,5,"Huge difference. My wife and I are in our 80s and this has helped our knees, hips and neck pain to an amazing degree. Wonderful! We take gel capsules. 2 a day on empty stomach. We also feel much better in other ways, too.",4,4
Black Seed,Healthy,55-64,less than 1 month,Other,2019-12-13,5,5,5,5,I was experiencing pains in my back and my neck and nothing would stop this pain. My daughter told me about using black seed oil to feel better and I just took one teaspoon and that night I slept all night and awoke to no pain and I was full of energy. I am very relieved to find a natural way to heal my body.,77,77
Black Seed,Ray,55-64,less than 1 month,Other,2019-12-03,4,4,4,4,"It has been surprising that the use of Black Seed Oil Gels has improved the following condition. Arthritis both RA and OA reduced the inflammation and pain, lowered my glucose levels as I am diabetic. So I was able to reduce my insulin doses. Bowel improvements. This is my first week of taking this so I expect more results in the long term, but so far these were what was noticed. Many of my body and health problems together has made me disabled so every little bit of improvement is welcomed. I didn't find this product company on your drop down list but it is made by , Health Logics Laboratories INC.",110,127
Black Seed,Rosiserem,35-44,6 months to less than 1 year,Other,2019-10-20,5,5,5,5,I had a chronic cough and mucus in my throat for over 3 months.  Started taking black seed powder in water and I have never had a cough again. ,31,36
Black Seed,Missylou,65-74,1 to 6 months,Other,2019-07-26,4,4,4,4,"I started Freshfield Black Seed Oil 3 months ago when recommended by my nurse practitioner for allergy relief. I started with half a teaspoon and soon decreased it to a quarter teaspoon. Horrible taste, but within 24 hours my energy level increased dramatically. My Osteoporosis arthritic joints hurt less and my allergies ( plants, animal dander, and dust) became more manageable. I found that if I take it at night or late in the day it will affect my sleep, so I only take it early in the day. If I am not sleeping well I will skip the dosage for a day or two. ",4,4
Black Seed,Mike M,25-34,less than 1 month,Other,2019-07-26,5,5,5,5,This Black Seed Oil Is The Truth Maybe A Little Too Much I'm  Soda Delivery Driver And Needless To Say I Was Suffering From Severe Back Pain And I Would Get To Work Super Late. My Fiance And I Began Taking 2 TeaSpoons A Day Morning And Night. Long Story Short All My Pain Is Gone We Had Sex 2 Nights In A Row With An Erection All Night While Asleep I Woke Up Before My Alarm Clock In The Morning Around 7...I Usually Get Up Around 830am. I Felt Great Now On Night Three After Taking My Last Dose Around 1130pm I Slept Till About 430 Had To Urinate And I Have Been Up Since I Had A Slight Period Of Jitters And My Metabolism Seemed To Have Increased. As I Type My Jitters Are Going Away But...... I'm Up....I Recommed 1tsp A Day When Using Only As A Supplement Cuz This Shit Is The Truth!!!!!!,14,17
Black Seed,ndan3,55-64,less than 1 month,Other,2019-07-09,1,1,1,1,"I took the black seed nigella sativa, and it burned my throat then my esophagus, and the pain lingered on my bronchial area and it made me hack up mucous after it made me cough, I could hear some wheezing in my chest, I tried to ease the burning feeling in my chest by taking more honey in tea then some baking soda in water and nothing would ease the burning sensation I am worried I caused permanent damage to my bronchial area because it's still burns. Never again will I consume this product it burns     I only took half teaspoon of the black seed oil with half teaspoon honey.SweetSunnah Non GMO Unrefined ",10,21
Black Seed,BJ,75 or over,less than 1 month,Other,2019-06-19,1.6666666666666667,1,3,1,After taking 1/4 tsp of black seed oil for about 7-10 days I experienced symptoms of TIAs.I have had MRI and heart stress test and no reason for TIA appeared.  Stopping the product has resulted in no more symptoms and feeling better.,67,99
Black Seed,Annie B,65-74,1 to 6 months,Obesity,2019-05-24,3.6666666666666665,5,5,1,"Took 1/4 tsp organic blackseed oil per day for a couple months. I tried to increase the amount, but began to develop eczema on my shins. Not sure whether I was developing an allergic reaction to the oil. The good news is that I lost 17 lbs over two months, possibly in conjunction with 1-2 tsp per day of organic coconut oil. I haven't lost that much weight in many years, so I was ecstatic. Unfortunately, I developed congestive heart failure, after which my cardiac specialists took me off all natural supplements. Over 5 months, I've gained 10 lbs back. I'm just sick about it. I finally found an effective treatment for obesity, and I'm afraid to try it again, in case it might have contributed to my having developed chf. ",2,5
Black Seed,PatMic,65-74,less than 1 month,Other,2019-05-05,5,5,5,5,"My joints are so bad I was always tired at the end of my work day.  I would come home, hit the recliner, and stay there.  No anymore, I feel better than I have for years.  I have more energy, and my wife's blood sugar has gone down so she has cut back on her insulin.  This oil is amazing!!  MMM",98,105
Black Seed,N2Herbs,55-64,1 to less than 2 years,Other,2019-03-26,5,5,5,5,"Black seed is a plant. People have used the seed to make medicine for over 2000 years. It was even discovered in the tomb of King Tut.    There is some scientific evidence to suggest that black seed might help boost the immune system, fight cancer, prevent pregnancy, and lessen allergic reactions by acting as an antihistamine, but there isn't enough information in humans yet.   ~ 2000 years isn't enough time? Yet there's Acetaminphen. Much better.",21,34
Black Seed,Bill pizani,65-74,6 months to less than 1 year,Other,2019-03-24,5,5,5,5,"Product is prepared at home, using ground seeds plus grape seed oil. Extremely effective, but probably very strong, considering it keeps a person awake at nights-topical use!!",4,5
Black Seed,Linda M,55-64,less than 1 month,Other,2019-03-21,5,5,5,5,"My doctor told me I had walking pneumonia and gave me a prescription for an antibiotic. I don't like taking antibiotics, and a friend suggested black seed, echinacea, garlic, and a hot liquid diet (chicken broth, hot tea, etc.) Well, I was better within 3 days with no prescription medicine. I kept a clove of garlic in the side of my mouth even when I was sleeping. So it may not have been just the Black Seed, but in combination with the others, it worked.",56,61
Black Seed,FRONTROW,55-64,less than 1 month,Other,2019-02-04,4,4,5,3,"Have non-alcoholic cirrhosis, and maybe renal cancer. Started BSO 3 days ago for a chronic sinus problem. Pain in liver gone. Sleep is very deep and I have REM now. Coughing is almost gone. Green exudate from sinuses gone. Back pain gone. I'm doing castor oil packs in conjunction with BSO so I don't know which one is having the effect, or perhaps both, but so far, I'm HAPPY.",20,23
Black Seed,LDD,45-54,less than 1 month,Other,2019-01-02,3.6666666666666665,5,5,1,"I purchased this oil for various reasons, the main one being dry eye. I experienced very good and very bad effects. I started with 1/4 teaspoon a day for 10 days. On the positive side, I noticed my eyelid itchiness dissipated, I was able to sleep deeply and got more energy during the day. I also noticed a significant reduction of hair loss. On the bad side, this oil gave me stomach cramps and also sort of contractions.. yes, labor contractions, not sure why but both reactions stopped the day I stopped the oil. Except when I had my children, I never experienced these before. Others: lifted my libido and gave me a strange sense of peace. Real Deep sleep.. to the point one day I did not hear when the fire alarm came off.. That day, I decided to stop it. I'm sure it works but I did not like the side effects and will not purchase again.",72,95
Black Seed,Txtchr,65-74,less than 1 month,Other,2018-11-13,5,5,5,5,"It says in the Ã¢??usesÃ¢?Â section of this article that black seed is NOT helpful for contact dermatitis, but if do not agree! I have had a splotchy and very itchy rash on my legs and arms for 6 months. I apply the oil directly on the rash areas and rub it in. It works all night! I also have a lotion with black seed oul that works too, but not as long as the pure oil. About 4 weeks after use, i no longer need it daily. Now i use it just when i feel the rash coming on! ",5,5
Black Seed,,65-74,1 to 6 months,Other,2018-03-12,1.6666666666666667,1,3,1,,1,5
Black Seed,jj,45-54,6 months to less than 1 year,,2018-01-02,5,5,5,5,Black seed oil is wonderful with keep colds allergies and flu symptoms ,3,6
Black Seed,TUTU,45-54,1 to 6 months,Other,2017-08-15,1.6666666666666667,1,3,1, I was looking for a natural treatment for psoriasis and exczema. Used it for a month but no results. Just a ton of burping. This natural herb may help some people but not most. My wife have been taking it but she's not seeing any positive results and thinks it's mostly in your head. Marijuana has been proven more effective but I don't take it. It's better to just eat well and exercise vs. being lazy expecting some miracle snake oil to work. ,1,7
Black Seed,BarbB,65-74,,Other,2017-08-14,5,5,5,5,Rubbed it on a horribly big canker sore. Sore gone in two days. Also works on shingles blisters.,43,49
Black Seed,ty462,,1 to 6 months,,2017-07-24,1.6666666666666667,1,3,1,I have taken two tbl spoons daily for six weeks with no results.r,4,5
Black Seed,lou462,65-74,less than 1 month,,2017-06-28,2.3333333333333335,1,5,1,"I have been taking one teaspoon twice a day for two weeks, and noticed no results whatsoever.  there have been no side effects, so I will continue for two more weeks to see what happens.",5,5
Black Seed,,65-74,6 months to less than 1 year,,2017-05-26,5,5,5,5,1 drop black seed oil on end of cutip inserted into each nasal cavity works as well as flonase; effect is immediate; no side effects,9,9
Black Seed,Harrison ,45-54,less than 1 month,,2016-12-30,2,1,1,4,"Only been 3 weeks. Got for blood pressure. I stopped using blood pressure meds the day I started. My pressure has increased avg. 145/98. With meds, pressure was 130/90 avg. But for other things. No more acid reflux, that stopped on day 3. Sleeping thru the night with vivid dreams. Tooth n gums aching stopped day 2. Breathing much better, no sinus problems. And lost 12 lbs so far. Will continue for another 4weeks. If blood pressure doesn't improve, back to meds.",19,19
Black Seed,Hasanah,55-64,less than 1 month,,2016-12-29,5,5,5,5,"For years my high diastolic pressure was not controlled with medication, on taking a table sp of Black seed oil in the evening, my blood pressure does not require medicine and my blood sugar is also well controlled",18,18
Black Seed,elaine,55-64,less than 1 month,Other,2016-10-27,5,5,5,5,"I used this oil for joint pant, headache, highblood preasure, and cancer.",6,8
Black Seed,Dawit,45-54,less than 1 month,General Health And Wellness,2016-08-26,4,2,5,5,,26,51
Black Seed,Secondlifefarmer,55-64,1 to 6 months,,2016-06-15,5,5,5,5,Amazing Herbs Black Seed 100% Cold Pressed capsules were recommended by another person for allergies. It worked well but the thing that surprised me the most was the overall improvement in asthmatic symptoms!!!!! I have moderate to severe chronic asthma and I have cut my asthma medication in half. In general I am diligent about taking my maintenance medication twice a day but with the addition of Black Seed Oil I was down to one puff 1 -2 times a day. My asthma was managed so well I often forgot to take my inhaler at night. Ran out of Black Seed Oil and noticed an increase in asthma symptoms at the 7th day. Only downside I have noticed is I burp black seed oil if I do not take it with food.,14,15
Black Seed,nick,55-64,1 to 6 months,,2015-11-17,4.333333333333333,5,4,4,calm night,6,6
Black Seed,Richard Barton,75 or over,1 to 6 months,,2015-10-29,5,5,5,5,"I have copd on oxygen 24 hours a day on a setting of 4! I now take 1/2 teaspoon 2 times a day and I only use oxygen on a setting of 3. I now only use oxygen when I am working outside. I now go out to eat and leave the oxygen in the car just in case I do need it ,witch so far is 0 times  ",19,20
Black Seed,,35-44,less than 1 month,Other,2015-05-24,5,5,5,5,"it amazes me how this NATURAL CURE this website is trying to discourage ppl from using long term.  This oil is PROVEN that it helps with psorisis, aczema, acne, etc yet this webite said it's not good to take topically for long periods of time. WOW!!! it also sed there are no studies on this oil with patients YET I JUST came from a website talking about its various studies!!!  BE WEARY OF THIS SITE!!! anything that WILL CURE YOU they will discourage!!!!!!!!!!!!! this is a miracle plant!! YOUTUBE, google it yourself!!! My dad was taking this and it cured his ezcema/psorisis!! He was a sufferer of it for over 30 yrs!!!he ranted and raved about this oil!!!  www dot greenmedinfo dot com / blog / black-seed-remedy-everything-death    there are PLENTY of uses for your medical needs taking this INCLUDING CANCER AND HIV!!!!",13,13
Black Seed,bigmoe67,65-74,2 to less than 5 years,Other,2015-05-06,5,5,5,5,Thank You BigMoe,3,7
Black Seed,Motorman,45-54,5 to less than 10 years,,2015-05-05,5,5,5,5,,2,2
Black Seed,bassovoice59,55-64,1 to 6 months,Other,2015-03-31,5,5,5,5,Great. No side effect. Less costly than other major treatments.,7,7
Black Seed,Debra,55-64,1 to 6 months,Other,2015-03-16,4.333333333333333,5,3,5,,25,46
Black Seed,monika,45-54,less than 1 month,,2015-03-07,5,5,5,5,After taste is great and using it for a week has made a difference in my breathing. ,5,5
Black Seed,,35-44,1 to less than 2 years,Other,2015-02-22,5,5,5,5,Used it mainly for treatment of psoriasis oral by 1 spoon a day. No signs of the condition since.Also for coughs or general colds for all family members including children. ,44,49
Black Seed,bveltri,45-54,1 to 6 months,Other,2015-02-20,5,5,5,5,"I have fibromyalgia. I am post surgical X's 4 right shoulder after work injury. Arthritis - PAINFUL! left foot neuroma surgery... geesh the list is pathetic. Includes digestive issues as well as diverticulitis.  after moths of research to try and get OFF some of these crazy ass meds. I came across ""Cold pressed Black seed oil"" and read for quite some time. I finally ordered and I am HAPPY to report that I am on LESS than half of my usual meds. I have QUALITIY of life! LESS PAIN!!!!  No, My insurance wont cover it - but I will for damn sure take my life back from the pharmaceutical companies! I want to keep my kidneys, liver and heart right where they are!",140,144
Black Seed,bilbon,75 or over,10 years or more,,2015-02-17,5,5,5,5,I have allergies that sets off my asthma.  I found using black seed oil really helps.  Mixed a little with raw honey--take a spoonful in the am and at bedtime.  I put a few drops in my nose too----my sinuses are clear--sleep all night without waking up coughing or grabbing a tissue.  I also rub a little oil on my back--pain gone.  I have used the oil for many years----keep a bottle upstairs and downstairs.  When my skin is dry just rub a little  oil on---I'm a retired RN-so I research anything I use for my health carefully.    ,13,13
Black Seed,ann,55-64,1 to 6 months,Other,2014-12-17,5,5,5,5,i had pain on my ribs and ive been taking black seed oil tablets and now the pain as gone also i took other painkillers that did not work for me,26,28
Black Seed,VSGSIII,25-34,less than 1 month,Other,2014-12-15,5,5,5,5,"Had a throat issue similar to Strep throat but tested negative. First time around, I went to the doc (after having it for 2 wks), took antibiotics, it went away.     It came back a month later. I took 1-2 tbspn/day of ground black seed mixed with honey. Went away w/in a few days.",34,34
Black Seed,,55-64,less than 1 month,,2014-07-31,3.3333333333333335,4,3,3,the taste is horrible. but it does do its job. I used with some honey orally.,12,14
Black Seed,khalonji seeds,35-44,less than 1 month,Other,2014-06-23,4.666666666666667,4,5,5,,13,20
Black Seed,Anthony,45-54,less than 1 month,,2014-04-29,2.6666666666666665,3,2,3,Observed my sight seeing better without glasses  also weight control,8,9
Black Seed,,55-64,1 to 6 months,Other,2014-03-03,4.333333333333333,5,5,3,"It is definitely an anti-histamine.  Breathing was never so easy, especially at night. The drawback is that anti-histamines are not always good for men with prostate problems.",47,48
Black Seed,FREEATLAST,45-54,1 to 6 months,,2013-11-20,4,4,4,4,My blood pressure was at stroke level and I changed my diet and drank only unsweetened iced tea everyday with every meal. Now it is at a normal level. ,14,16
Black Seed,,45-54,1 to 6 months,,2013-11-10,5,5,5,5,"It also has helped me overwhelmingly with my monthly, no more cramps and bloating.  It's a miracle oil!",10,11
Black Seed,,45-54,less than 1 month,,2013-09-04,3.6666666666666665,3,4,4,,5,6
Black Seed,Yazz,35-44,less than 1 month,Other,2013-06-08,5,5,5,5,I had ulcer and constipation nothng helped tryed black seed omg it helped me in just 2weeks now im fine this seed is a miracle now taking no tablets at all ..,95,98
Black Seed,Sheila,13-18,less than 1 month,Other,2013-05-22,5,5,5,5,"was having flu and took it but stopped in no time.  later had severe headache. want to know if dosage was too much. tip of teaspoon in the aftermoon, mixed with my lunch",26,36
Black Seed,SusanO,65-74,less than 1 month,Other,2013-02-20,5,5,5,5,"After Jan of 2013 my knees began to really ache. I am 69 years old, female. I'd yell out when walking at time when the right knee would get a stabbing pain. I took Hyaluronic Acid caps for 2 weeks and it helped me. Then I read about Black Seed caps and began taking those once or twice daily. After less than 2 weeks my knees feel almost normal. I'm just amazed. I take Amazing Herbs Black Seed 90 softgels. ",104,115
Black Seed,,55-64,less than 1 month,,2012-12-08,5,5,5,5,"This WebMD page on black seed is the stupidest thing I have read yet! Wow, not enough evidence in humans. Why not just say that about everything that is not a pharmaceutical. ",27,32
Black Seed,sopegi@aol.com,75 or over,1 to 6 months,Other,2010-10-05,3.3333333333333335,3,3,4,"I AM USING THIS BLACK SEED FOR MY COPD..IT SEEMS TO BE OF SOME HELP ,,CAN YOU ADVISE ME IN THIS MATTER..THANK YOU PEGGY SOMMA",6,6
Garcinia,Sarah,35-44,1 to 6 months,Other,2024-01-14,5,5,5,5,I lost 50 lbs on garcina cambogia.  The bottle I had they don't make anymore but I am trying a new one as I want to loose another 10 lbs. Was very good 4 me . I was on a good diet as well . Just eat things that are only beneficial ,1,1
Garcinia,Swims with Fish,55-64,less than 1 month,Weight loss,2019-09-05,1,1,1,1,"I have thyroid disease which makes it difficult to lose weight.  I am otherwise healthy. After trying this product for one week, I was having dizziness and some shortness of breath. I stopped taking it and saw my doctor who sent me for chest X-ray, ekg, and echocardiogram.  Whether it was related or not, the symptoms cleared about a week after stopping the garcinia. It was a very expensive lesson for me and I wonÃ¢??t be taking anything like this again. ",17,19
